INF | Serving assets from frontend DevServer URL: http://localhost:4000/
DEB | [AssetHandler] No GET request, serving '/m7s/api/plugins' by AssetHandler
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/vue-types.js.map' (file='node_modules/.vite/deps/vue-types.js.map')
DEB | [AssetHandler] File 'node_modules/.vite/deps/vue-types.js.map' not found, serving '/node_modules/.vite/deps/vue-types.js.map' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/vue-types.js.map'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/chunk-HFFX6WXW.js.map' (file='node_modules/.vite/deps/chunk-HFFX6WXW.js.map')
DEB | [AssetHandler] File 'node_modules/.vite/deps/chunk-HFFX6WXW.js.map' not found, serving '/node_modules/.vite/deps/chunk-HFFX6WXW.js.map' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/chunk-HFFX6WXW.js.map'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/@vicons_antd.js.map' (file='node_modules/.vite/deps/@vicons_antd.js.map')
DEB | [AssetHandler] File 'node_modules/.vite/deps/@vicons_antd.js.map' not found, serving '/node_modules/.vite/deps/@vicons_antd.js.map' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/@vicons_antd.js.map'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/@vueuse_core.js.map' (file='node_modules/.vite/deps/@vueuse_core.js.map')
DEB | [AssetHandler] File 'node_modules/.vite/deps/@vueuse_core.js.map' not found, serving '/node_modules/.vite/deps/@vueuse_core.js.map' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/@vueuse_core.js.map'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/vue-router.js.map' (file='node_modules/.vite/deps/vue-router.js.map')
DEB | [AssetHandler] File 'node_modules/.vite/deps/vue-router.js.map' not found, serving '/node_modules/.vite/deps/vue-router.js.map' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/vue-router.js.map'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/highlight__js_lib_core.js.map' (file='node_modules/.vite/deps/highlight__js_lib_core.js.map')
DEB | [AssetHandler] File 'node_modules/.vite/deps/highlight__js_lib_core.js.map' not found, serving '/node_modules/.vite/deps/highlight__js_lib_core.js.map' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/highlight__js_lib_core.js.map'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/chunk-RKM4MHWD.js.map' (file='node_modules/.vite/deps/chunk-RKM4MHWD.js.map')
DEB | [AssetHandler] File 'node_modules/.vite/deps/chunk-RKM4MHWD.js.map' not found, serving '/node_modules/.vite/deps/chunk-RKM4MHWD.js.map' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/chunk-RKM4MHWD.js.map'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/highlight__js_lib_languages_yaml.js.map' (file='node_modules/.vite/deps/highlight__js_lib_languages_yaml.js.map')
DEB | [AssetHandler] File 'node_modules/.vite/deps/highlight__js_lib_languages_yaml.js.map' not found, serving '/node_modules/.vite/deps/highlight__js_lib_languages_yaml.js.map' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/highlight__js_lib_languages_yaml.js.map'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/chunk-7FXHVWVT.js.map' (file='node_modules/.vite/deps/chunk-7FXHVWVT.js.map')
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/naive-ui.js.map' (file='node_modules/.vite/deps/naive-ui.js.map')
DEB | [AssetHandler] File 'node_modules/.vite/deps/naive-ui.js.map' not found, serving '/node_modules/.vite/deps/naive-ui.js.map' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/naive-ui.js.map'
DEB | [AssetHandler] File 'node_modules/.vite/deps/chunk-7FXHVWVT.js.map' not found, serving '/node_modules/.vite/deps/chunk-7FXHVWVT.js.map' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/chunk-7FXHVWVT.js.map'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/crypto-js.js.map' (file='node_modules/.vite/deps/crypto-js.js.map')
DEB | [AssetHandler] File 'node_modules/.vite/deps/crypto-js.js.map' not found, serving '/node_modules/.vite/deps/crypto-js.js.map' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/crypto-js.js.map'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/@vicons_ionicons5.js.map' (file='node_modules/.vite/deps/@vicons_ionicons5.js.map')
DEB | [AssetHandler] File 'node_modules/.vite/deps/@vicons_ionicons5.js.map' not found, serving '/node_modules/.vite/deps/@vicons_ionicons5.js.map' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/@vicons_ionicons5.js.map'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/chunk-TFWDKVI3.js.map' (file='node_modules/.vite/deps/chunk-TFWDKVI3.js.map')
DEB | [AssetHandler] File 'node_modules/.vite/deps/chunk-TFWDKVI3.js.map' not found, serving '/node_modules/.vite/deps/chunk-TFWDKVI3.js.map' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/chunk-TFWDKVI3.js.map'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/webrtc-internals.js.map' (file='node_modules/.vite/deps/webrtc-internals.js.map')
DEB | [AssetHandler] File 'node_modules/.vite/deps/webrtc-internals.js.map' not found, serving '/node_modules/.vite/deps/webrtc-internals.js.map' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/webrtc-internals.js.map'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/lodash_cloneDeep.js.map' (file='node_modules/.vite/deps/lodash_cloneDeep.js.map')
DEB | [AssetHandler] File 'node_modules/.vite/deps/lodash_cloneDeep.js.map' not found, serving '/node_modules/.vite/deps/lodash_cloneDeep.js.map' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/lodash_cloneDeep.js.map'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/chunk-WNTFG5KJ.js.map' (file='node_modules/.vite/deps/chunk-WNTFG5KJ.js.map')
DEB | [AssetHandler] File 'node_modules/.vite/deps/chunk-WNTFG5KJ.js.map' not found, serving '/node_modules/.vite/deps/chunk-WNTFG5KJ.js.map' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/chunk-WNTFG5KJ.js.map'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/axios.js.map' (file='node_modules/.vite/deps/axios.js.map')
DEB | [AssetHandler] File 'node_modules/.vite/deps/axios.js.map' not found, serving '/node_modules/.vite/deps/axios.js.map' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/axios.js.map'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/pinia.js.map' (file='node_modules/.vite/deps/pinia.js.map')
DEB | [AssetHandler] File 'node_modules/.vite/deps/pinia.js.map' not found, serving '/node_modules/.vite/deps/pinia.js.map' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/pinia.js.map'
DEB | [AssetHandler] Handling request '/src/views/instance/detail/address/index.vue' (file='src/views/instance/detail/address/index.vue')
DEB | [AssetHandler] File 'src/views/instance/detail/address/index.vue' not found, serving '/src/views/instance/detail/address/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/views/instance/detail/address/index.vue?t=1693144068717'
DEB | [AssetHandler] Handling request '/__uno.css' (file='__uno.css')
DEB | [AssetHandler] File '__uno.css' not found, serving '/__uno.css' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/__uno.css?t=1693143891964'
DEB | [AssetHandler] Handling request '/src/api/instance/index.ts' (file='src/api/instance/index.ts')
DEB | [AssetHandler] File 'src/api/instance/index.ts' not found, serving '/src/api/instance/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/api/instance/index.ts?t=1693144068717'
DEB | [AssetHandler] Handling request '/src/api/fetch.ts' (file='src/api/fetch.ts')
DEB | [AssetHandler] File 'src/api/fetch.ts' not found, serving '/src/api/fetch.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/api/fetch.ts?t=1693144068717'
DEB | [AssetHandler] Handling request '/src/router/index.ts' (file='src/router/index.ts')
DEB | [AssetHandler] File 'src/router/index.ts' not found, serving '/src/router/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/index.ts?t=1693144068717'
DEB | [AssetHandler] Handling request '/src/router/guard/index.ts' (file='src/router/guard/index.ts')
DEB | [AssetHandler] File 'src/router/guard/index.ts' not found, serving '/src/router/guard/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/guard/index.ts?t=1693144068717'
DEB | [AssetHandler] Handling request '/src/router/constant.ts' (file='src/router/constant.ts')
DEB | [AssetHandler] Handling request '/src/router/util.ts' (file='src/router/util.ts')
DEB | [AssetHandler] File 'src/router/util.ts' not found, serving '/src/router/util.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/util.ts?t=1693144068717'
DEB | [AssetHandler] File 'src/router/constant.ts' not found, serving '/src/router/constant.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/constant.ts?t=1693144068717'
DEB | [AssetHandler] Handling request '/src/router/guard/dynamic.ts' (file='src/router/guard/dynamic.ts')
DEB | [AssetHandler] File 'src/router/guard/dynamic.ts' not found, serving '/src/router/guard/dynamic.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/guard/dynamic.ts?t=1693144068717'
DEB | [AssetHandler] Handling request '/src/router/routes/instance-detail.ts' (file='src/router/routes/instance-detail.ts')
DEB | [AssetHandler] File 'src/router/routes/instance-detail.ts' not found, serving '/src/router/routes/instance-detail.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/routes/instance-detail.ts?t=1693144068717'
DEB | [AssetHandler] Handling request '/src/router/routes/about.ts' (file='src/router/routes/about.ts')
DEB | [AssetHandler] File 'src/router/routes/about.ts' not found, serving '/src/router/routes/about.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/routes/about.ts?t=1693144068717'
DEB | [AssetHandler] Handling request '/src/router/routes/setting.ts' (file='src/router/routes/setting.ts')
DEB | [AssetHandler] File 'src/router/routes/setting.ts' not found, serving '/src/router/routes/setting.ts' by AssetHandler
DEB | [AssetHandler] Handling request '/src/router/routes/instance-list.ts' (file='src/router/routes/instance-list.ts')
DEB | [AssetHandler] File 'src/router/routes/instance-list.ts' not found, serving '/src/router/routes/instance-list.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/routes/instance-list.ts?t=1693144068717'
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/routes/setting.ts?t=1693144068717'
DEB | [AssetHandler] Handling request '/src/store/index.ts' (file='src/store/index.ts')
DEB | [AssetHandler] File 'src/store/index.ts' not found, serving '/src/store/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/store/index.ts?t=1693144068717'
DEB | [AssetHandler] Handling request '/src/store/modules/index.ts' (file='src/store/modules/index.ts')
DEB | [AssetHandler] File 'src/store/modules/index.ts' not found, serving '/src/store/modules/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/store/modules/index.ts?t=1693144068717'
DEB | [AssetHandler] Handling request '/src/store/modules/user.ts' (file='src/store/modules/user.ts')
DEB | [AssetHandler] File 'src/store/modules/user.ts' not found, serving '/src/store/modules/user.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/store/modules/user.ts?t=1693144068717'
DEB | [AssetHandler] Handling request '/src/store/modules/asyncRoute.ts' (file='src/store/modules/asyncRoute.ts')
DEB | [AssetHandler] File 'src/store/modules/asyncRoute.ts' not found, serving '/src/store/modules/asyncRoute.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/store/modules/asyncRoute.ts?t=1693144068717'
DEB | [AssetHandler] Handling request '/src/api/system/user.ts' (file='src/api/system/user.ts')
DEB | [AssetHandler] File 'src/api/system/user.ts' not found, serving '/src/api/system/user.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/api/system/user.ts?t=1693144068717'
DEB | [AssetHandler] No GET request, serving '/m7s/api/plugins' by AssetHandler
DEB | [AssetHandler] Handling request '/src/views/instance/detail/address/index.vue' (file='src/views/instance/detail/address/index.vue')
DEB | [AssetHandler] File 'src/views/instance/detail/address/index.vue' not found, serving '/src/views/instance/detail/address/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/views/instance/detail/address/index.vue?t=1693144251950'
DEB | [AssetHandler] Handling request '/__uno.css' (file='__uno.css')
DEB | [AssetHandler] File '__uno.css' not found, serving '/__uno.css' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/__uno.css?t=1693144068880'
DEB | [AssetHandler] Handling request '/src/api/instance/index.ts' (file='src/api/instance/index.ts')
DEB | [AssetHandler] File 'src/api/instance/index.ts' not found, serving '/src/api/instance/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/api/instance/index.ts?t=1693144251950'
DEB | [AssetHandler] Handling request '/src/api/fetch.ts' (file='src/api/fetch.ts')
DEB | [AssetHandler] File 'src/api/fetch.ts' not found, serving '/src/api/fetch.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/api/fetch.ts?t=1693144251950'
DEB | [AssetHandler] Handling request '/src/router/index.ts' (file='src/router/index.ts')
DEB | [AssetHandler] File 'src/router/index.ts' not found, serving '/src/router/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/index.ts?t=1693144251950'
DEB | [AssetHandler] Handling request '/src/router/guard/index.ts' (file='src/router/guard/index.ts')
DEB | [AssetHandler] File 'src/router/guard/index.ts' not found, serving '/src/router/guard/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/guard/index.ts?t=1693144251950'
DEB | [AssetHandler] Handling request '/src/router/util.ts' (file='src/router/util.ts')
DEB | [AssetHandler] File 'src/router/util.ts' not found, serving '/src/router/util.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/util.ts?t=1693144251950'
DEB | [AssetHandler] Handling request '/src/router/constant.ts' (file='src/router/constant.ts')
DEB | [AssetHandler] File 'src/router/constant.ts' not found, serving '/src/router/constant.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/constant.ts?t=1693144251950'
DEB | [AssetHandler] Handling request '/src/router/guard/dynamic.ts' (file='src/router/guard/dynamic.ts')
DEB | [AssetHandler] File 'src/router/guard/dynamic.ts' not found, serving '/src/router/guard/dynamic.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/guard/dynamic.ts?t=1693144251950'
DEB | [AssetHandler] Handling request '/src/router/routes/about.ts' (file='src/router/routes/about.ts')
DEB | [AssetHandler] File 'src/router/routes/about.ts' not found, serving '/src/router/routes/about.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/routes/about.ts?t=1693144251950'
DEB | [AssetHandler] Handling request '/src/router/routes/instance-detail.ts' (file='src/router/routes/instance-detail.ts')
DEB | [AssetHandler] File 'src/router/routes/instance-detail.ts' not found, serving '/src/router/routes/instance-detail.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/routes/instance-detail.ts?t=1693144251950'
DEB | [AssetHandler] Handling request '/src/router/routes/instance-list.ts' (file='src/router/routes/instance-list.ts')
DEB | [AssetHandler] File 'src/router/routes/instance-list.ts' not found, serving '/src/router/routes/instance-list.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/routes/instance-list.ts?t=1693144251950'
DEB | [AssetHandler] Handling request '/src/router/routes/setting.ts' (file='src/router/routes/setting.ts')
DEB | [AssetHandler] File 'src/router/routes/setting.ts' not found, serving '/src/router/routes/setting.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/routes/setting.ts?t=1693144251950'
DEB | [AssetHandler] Handling request '/src/store/index.ts' (file='src/store/index.ts')
DEB | [AssetHandler] File 'src/store/index.ts' not found, serving '/src/store/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/store/index.ts?t=1693144251950'
DEB | [AssetHandler] Handling request '/src/store/modules/index.ts' (file='src/store/modules/index.ts')
DEB | [AssetHandler] File 'src/store/modules/index.ts' not found, serving '/src/store/modules/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/store/modules/index.ts?t=1693144251950'
DEB | [AssetHandler] Handling request '/src/store/modules/asyncRoute.ts' (file='src/store/modules/asyncRoute.ts')
DEB | [AssetHandler] File 'src/store/modules/asyncRoute.ts' not found, serving '/src/store/modules/asyncRoute.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/store/modules/asyncRoute.ts?t=1693144251950'
DEB | [AssetHandler] Handling request '/src/store/modules/user.ts' (file='src/store/modules/user.ts')
DEB | [AssetHandler] File 'src/store/modules/user.ts' not found, serving '/src/store/modules/user.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/store/modules/user.ts?t=1693144251950'
DEB | [AssetHandler] Handling request '/src/api/system/user.ts' (file='src/api/system/user.ts')
DEB | [AssetHandler] File 'src/api/system/user.ts' not found, serving '/src/api/system/user.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/api/system/user.ts?t=1693144251950'
DEB | [AssetHandler] No GET request, serving '/m7s/api/plugins' by AssetHandler

Ctrl+C detected. Shutting down...
